EmployeeNumber,base_value,shap_feature_1,shap_value_1,shap_feature_2,shap_value_2,shap_feature_3,shap_value_3,shap_feature_4,shap_value_4,shap_feature_5,shap_value_5
1625,1.401708,income_to_dept_avg,-1.885548,EnvironmentSatisfaction,-1.010437,Education,-0.701684,TotalWorkingYears,-0.531804,StockOptionLevel,-0.49095
1627,1.401708,promotion_stagnation,-0.801487,MaritalStatus,-0.794952,NumCompaniesWorked,-0.77112,RelationshipSatisfaction,-0.598311,Age,-0.543797
1628,1.401708,EnvironmentSatisfaction,1.089049,YearsWithCurrManager,-1.065,YearsInCurrentRole,-0.893736,income_to_dept_avg,-0.769162,WorkLifeBalance,-0.587972
1630,1.401708,YearsWithCurrManager,-0.892903,BusinessTravel,-0.890461,YearsInCurrentRole,-0.791306,JobRole,-0.724279,TrainingTimesLastYear,-0.680464
1631,1.401708,StockOptionLevel,-0.835639,MonthlyIncome,-0.708331,YearsWithCurrManager,-0.668216,RelationshipSatisfaction,0.623492,WorkLifeBalance,0.527834
1633,1.401708,WorkLifeBalance,1.11003,NumCompaniesWorked,-0.971321,RelationshipSatisfaction,-0.926027,MonthlyIncome,-0.632309,YearsWithCurrManager,-0.59412
1635,1.401708,JobSatisfaction,-1.0122,EnvironmentSatisfaction,-0.911227,MonthlyIncome,-0.864876,MaritalStatus,-0.828581,YearsWithCurrManager,-0.686194
1638,1.401708,EnvironmentSatisfaction,-1.091762,TrainingTimesLastYear,-0.978979,Age,-0.771066,PercentSalaryHike,-0.76446,RelationshipSatisfaction,-0.58827
1639,1.401708,JobSatisfaction,0.995789,YearsWithCurrManager,0.930364,YearsInCurrentRole,-0.765492,EnvironmentSatisfaction,-0.723125,StockOptionLevel,0.630003
1640,1.401708,WorkLifeBalance,1.16447,total_satisfaction,-1.071001,StockOptionLevel,-1.005447,RelationshipSatisfaction,0.562793,Age,-0.54818
1641,1.401708,JobSatisfaction,-1.649659,Age,-0.871042,total_satisfaction,-0.839828,NumCompaniesWorked,0.619829,burnout_proxy,0.616303
1642,1.401708,DistanceFromHome,-1.330874,JobSatisfaction,-1.186419,EnvironmentSatisfaction,1.051534,Education,-0.871099,MonthlyIncome,-0.680747
1644,1.401708,income_to_dept_avg,-1.858602,JobSatisfaction,-1.220604,Education,-0.927959,Age,-0.609685,PercentSalaryHike,-0.567449
1645,1.401708,JobInvolvement,1.839971,EnvironmentSatisfaction,1.284642,StockOptionLevel,-0.95139,NumCompaniesWorked,0.878942,JobSatisfaction,-0.839415
1646,1.401708,JobSatisfaction,-1.67593,burnout_proxy,0.781205,EnvironmentSatisfaction,0.711622,DistanceFromHome,-0.702044,OverTime,0.690524
1647,1.401708,JobInvolvement,-1.541452,StockOptionLevel,0.647269,JobRole,-0.596962,TrainingTimesLastYear,0.587092,income_to_dept_avg,-0.571124
1648,1.401708,JobSatisfaction,-1.720821,EnvironmentSatisfaction,-1.057681,MonthlyIncome,-0.656759,TrainingTimesLastYear,0.649364,DistanceFromHome,-0.607671
1649,1.401708,WorkLifeBalance,1.054487,JobSatisfaction,0.886443,EnvironmentSatisfaction,0.721378,burnout_proxy,0.694874,OverTime,0.501173
1650,1.401708,MonthlyIncome,-0.707372,WorkLifeBalance,-0.584852,MaritalStatus,0.493085,PercentSalaryHike,0.439073,StockOptionLevel,0.436474
1651,1.401708,TrainingTimesLastYear,-1.039831,JobRole,-0.915554,Education,-0.810409,JobSatisfaction,0.719966,StockOptionLevel,-0.666326
1653,1.401708,JobInvolvement,-1.35194,EnvironmentSatisfaction,-0.887282,MaritalStatus,-0.799997,StockOptionLevel,-0.798463,TrainingTimesLastYear,-0.688629
1654,1.401708,EnvironmentSatisfaction,-0.911735,YearsWithCurrManager,0.666164,Age,-0.632599,WorkLifeBalance,-0.579329,DistanceFromHome,0.547287
1655,1.401708,income_to_dept_avg,-2.0669,EnvironmentSatisfaction,1.014662,Education,-0.726646,StockOptionLevel,-0.646081,DistanceFromHome,0.565623
1656,1.401708,income_to_dept_avg,-1.640562,EnvironmentSatisfaction,-1.005906,YearsWithCurrManager,-0.925745,MaritalStatus,-0.886087,YearsInCurrentRole,-0.805253
1657,1.401708,PercentSalaryHike,-0.78038,MaritalStatus,0.580284,Age,0.560286,OverTime,-0.541965,WorkLifeBalance,-0.508458
1658,1.401708,EnvironmentSatisfaction,-1.072237,MaritalStatus,-1.036334,YearsWithCurrManager,-0.887299,MonthlyIncome,-0.809559,StockOptionLevel,-0.716543
1659,1.401708,MonthlyIncome,-0.898914,EnvironmentSatisfaction,0.782875,Age,-0.6748,YearsWithCurrManager,-0.576114,WorkLifeBalance,-0.513704
1661,1.401708,income_to_dept_avg,-1.418069,JobRole,-1.140194,YearsInCurrentRole,-0.851195,YearsWithCurrManager,-0.791704,Age,-0.614805
1662,1.401708,DistanceFromHome,-1.504784,EnvironmentSatisfaction,-1.035144,TrainingTimesLastYear,-0.94616,BusinessTravel,-0.945672,NumCompaniesWorked,-0.873392
1664,1.401708,JobInvolvement,-1.350205,JobRole,-0.890439,EnvironmentSatisfaction,-0.850323,MaritalStatus,-0.844262,StockOptionLevel,-0.743767
1665,1.401708,income_to_dept_avg,-1.806944,TrainingTimesLastYear,-1.109815,Education,-0.788075,TotalWorkingYears,-0.634323,Age,-0.572406
1666,1.401708,income_to_dept_avg,-1.647803,YearsInCurrentRole,-0.910434,YearsWithCurrManager,-0.818653,Age,-0.575129,WorkLifeBalance,-0.528956
1667,1.401708,JobSatisfaction,-1.540907,EnvironmentSatisfaction,-0.761387,YearsInCurrentRole,-0.677143,DistanceFromHome,0.557641,MonthlyIncome,-0.553889
1668,1.401708,JobSatisfaction,-1.014329,DistanceFromHome,-0.979276,EnvironmentSatisfaction,-0.958844,YearsWithCurrManager,-0.865122,YearsInCurrentRole,-0.855951
1669,1.401708,promotion_stagnation,-1.261805,MaritalStatus,-0.986587,total_satisfaction,-0.932155,YearsWithCurrManager,-0.856735,EnvironmentSatisfaction,0.780918
1670,1.401708,JobSatisfaction,-1.166173,EnvironmentSatisfaction,-0.866533,MonthlyIncome,-0.800044,MaritalStatus,-0.688817,StockOptionLevel,-0.657411
1671,1.401708,NumCompaniesWorked,-0.909033,EnvironmentSatisfaction,-0.905995,MaritalStatus,-0.90014,MonthlyIncome,-0.77633,StockOptionLevel,-0.756827
1673,1.401708,JobSatisfaction,-1.309305,MonthlyIncome,-0.834592,Education,-0.694679,promotion_stagnation,-0.681362,EnvironmentSatisfaction,0.67156
1674,1.401708,EnvironmentSatisfaction,-1.024572,StockOptionLevel,-0.936307,Age,-0.869025,MonthlyIncome,-0.730307,MaritalStatus,-0.691605
1675,1.401708,EnvironmentSatisfaction,-1.516931,Age,-0.831597,MonthlyIncome,-0.793074,DistanceFromHome,-0.688969,WorkLifeBalance,-0.649686
1676,1.401708,income_to_dept_avg,-1.530846,JobInvolvement,-1.24108,MaritalStatus,-0.756825,Education,-0.601158,Age,-0.538316
1677,1.401708,income_to_dept_avg,-2.033527,DistanceFromHome,-1.036471,Age,-0.495646,burnout_proxy,-0.469287,MaritalStatus,0.435195
1678,1.401708,EnvironmentSatisfaction,-1.173761,total_satisfaction,-0.781667,Age,-0.76522,burnout_proxy,0.74608,DistanceFromHome,0.708363
1680,1.401708,EnvironmentSatisfaction,-1.24423,JobSatisfaction,0.808698,MonthlyIncome,-0.655275,YearsWithCurrManager,-0.630552,RelationshipSatisfaction,0.570669
1681,1.401708,JobSatisfaction,-1.129189,MaritalStatus,-1.009819,BusinessTravel,-0.875189,StockOptionLevel,-0.815474,total_satisfaction,-0.792607
1682,1.401708,EnvironmentSatisfaction,1.161727,JobRole,-1.072011,NumCompaniesWorked,0.744581,StockOptionLevel,-0.744442,YearsWithCurrManager,-0.589999
1683,1.401708,DistanceFromHome,-1.398812,JobSatisfaction,-1.226171,Age,-1.093551,burnout_proxy,0.771842,OverTime,0.710236
1684,1.401708,EnvironmentSatisfaction,-1.088512,RelationshipSatisfaction,0.842329,burnout_proxy,0.735203,OverTime,0.721051,Age,0.633624
1687,1.401708,Age,-0.97564,PercentSalaryHike,-0.939487,EnvironmentSatisfaction,-0.854299,WorkLifeBalance,0.743772,StockOptionLevel,-0.689822
1689,1.401708,JobSatisfaction,-1.472544,JobRole,-1.123722,JobInvolvement,-1.02597,Education,-0.548988,income_to_dept_avg,-0.511573
1691,1.401708,EnvironmentSatisfaction,-0.906168,MonthlyIncome,-0.777141,StockOptionLevel,-0.687117,WorkLifeBalance,-0.476577,TotalWorkingYears,-0.454361
1692,1.401708,income_to_dept_avg,1.664585,YearsWithCurrManager,1.137525,EnvironmentSatisfaction,-0.959188,RelationshipSatisfaction,0.852125,DistanceFromHome,-0.711477
1693,1.401708,JobSatisfaction,-1.275431,EnvironmentSatisfaction,-0.977227,BusinessTravel,-0.923456,TrainingTimesLastYear,-0.80636,MonthlyIncome,-0.692853
1694,1.401708,EnvironmentSatisfaction,1.014,MaritalStatus,-0.865294,Age,-0.643126,income_to_dept_avg,-0.615331,StockOptionLevel,-0.597105
1696,1.401708,YearsWithCurrManager,-1.07656,JobSatisfaction,-1.016183,YearsInCurrentRole,-0.780971,promotion_stagnation,-0.77919,WorkLifeBalance,-0.415507
1697,1.401708,income_to_dept_avg,-1.469058,DistanceFromHome,-1.197058,JobSatisfaction,-1.187302,JobInvolvement,1.099369,JobRole,-0.96452
1698,1.401708,TrainingTimesLastYear,-1.097273,YearsWithCurrManager,-1.064136,JobInvolvement,-1.051324,YearsInCurrentRole,-0.778334,promotion_stagnation,-0.693131
1700,1.401708,JobInvolvement,1.479486,JobSatisfaction,-1.172885,DistanceFromHome,-1.04419,MaritalStatus,-0.725198,StockOptionLevel,-0.612512
1701,1.401708,JobSatisfaction,-1.524235,YearsInCurrentRole,-0.788989,JobRole,-0.545253,WorkLifeBalance,-0.523193,burnout_proxy,-0.468433
1702,1.401708,OverTime,1.116023,JobSatisfaction,-0.981949,burnout_proxy,0.965515,Age,0.830752,MaritalStatus,-0.537095
1703,1.401708,JobInvolvement,-1.281941,JobRole,-1.154195,JobSatisfaction,-0.865694,DistanceFromHome,-0.835584,PercentSalaryHike,-0.679824
1704,1.401708,JobSatisfaction,-2.00644,NumCompaniesWorked,-1.002337,EnvironmentSatisfaction,0.857389,DistanceFromHome,-0.790813,Education,-0.766531
1706,1.401708,YearsInCurrentRole,-0.859206,JobSatisfaction,-0.735623,EnvironmentSatisfaction,-0.723312,RelationshipSatisfaction,0.679069,Age,-0.642869
1707,1.401708,JobInvolvement,-1.451075,StockOptionLevel,-0.782165,RelationshipSatisfaction,-0.546359,JobRole,-0.535542,NumCompaniesWorked,-0.42768
1708,1.401708,EnvironmentSatisfaction,-1.347027,Age,-0.646424,WorkLifeBalance,-0.62481,burnout_proxy,-0.358164,MaritalStatus,0.347013
1709,1.401708,EnvironmentSatisfaction,-0.900504,StockOptionLevel,-0.886752,WorkLifeBalance,-0.608449,YearsWithCurrManager,-0.490107,Education,-0.451977
1710,1.401708,JobSatisfaction,-1.751002,Age,-0.753524,WorkLifeBalance,0.716713,DistanceFromHome,-0.666366,Education,-0.481459
1712,1.401708,DistanceFromHome,-1.51972,JobRole,-1.304475,YearsInCurrentRole,-0.837232,BusinessTravel,-0.79748,income_to_dept_avg,-0.706923
1714,1.401708,income_to_dept_avg,1.770812,JobInvolvement,1.245105,YearsWithCurrManager,1.150142,EnvironmentSatisfaction,-0.909521,StockOptionLevel,-0.659724
1716,1.401708,JobInvolvement,1.814141,WorkLifeBalance,1.420082,NumCompaniesWorked,0.71393,income_to_dept_avg,-0.638781,YearsWithCurrManager,-0.577878
1718,1.401708,JobInvolvement,1.241793,StockOptionLevel,-1.084396,EnvironmentSatisfaction,-1.081659,WorkLifeBalance,-0.663419,YearsWithCurrManager,-0.632156
1719,1.401708,income_to_dept_avg,-1.695962,EnvironmentSatisfaction,-1.553501,promotion_stagnation,-0.664791,TotalWorkingYears,-0.499597,EducationField,-0.487826
1720,1.401708,total_satisfaction,-0.986072,NumCompaniesWorked,0.90171,EnvironmentSatisfaction,0.796051,StockOptionLevel,-0.751684,BusinessTravel,0.591115
1721,1.401708,StockOptionLevel,-0.663404,RelationshipSatisfaction,-0.568852,Education,-0.547008,total_satisfaction,-0.502465,DistanceFromHome,-0.485911
1722,1.401708,JobInvolvement,1.133142,StockOptionLevel,-0.977066,Age,-0.905511,PercentSalaryHike,-0.794455,BusinessTravel,-0.716151
1724,1.401708,StockOptionLevel,-0.919822,YearsWithCurrManager,0.89309,MonthlyIncome,-0.838505,Age,-0.698424,JobSatisfaction,0.682874
1725,1.401708,MaritalStatus,-1.065362,StockOptionLevel,-0.917981,JobSatisfaction,0.638162,YearsWithCurrManager,-0.444774,OverTime,-0.437187
1727,1.401708,JobRole,-1.153444,YearsWithCurrManager,-0.999293,promotion_stagnation,-0.76019,NumCompaniesWorked,0.689833,MonthlyIncome,-0.678888
1728,1.401708,EnvironmentSatisfaction,-1.026504,Education,-0.590126,StockOptionLevel,-0.560882,WorkLifeBalance,-0.523831,income_to_dept_avg,-0.486939
1729,1.401708,JobSatisfaction,-1.586862,promotion_stagnation,-0.849113,MonthlyIncome,-0.822967,JobRole,-0.722604,YearsWithCurrManager,-0.581744
1731,1.401708,WorkLifeBalance,1.069124,Age,-0.784326,DistanceFromHome,-0.720819,BusinessTravel,-0.717618,StockOptionLevel,-0.713847
1732,1.401708,JobSatisfaction,-1.048326,MaritalStatus,-0.903315,promotion_stagnation,-0.594726,StockOptionLevel,-0.529572,burnout_proxy,0.508289
1733,1.401708,StockOptionLevel,-1.079078,MaritalStatus,-0.887067,Education,-0.87332,NumCompaniesWorked,0.818839,MonthlyIncome,-0.778218
1734,1.401708,JobInvolvement,1.339011,EnvironmentSatisfaction,1.18939,DistanceFromHome,-1.130347,YearsWithCurrManager,0.776894,NumCompaniesWorked,0.730804
1735,1.401708,WorkLifeBalance,1.18858,MaritalStatus,0.532244,Age,0.512692,StockOptionLevel,0.503498,YearsWithCurrManager,-0.418612
1736,1.401708,JobSatisfaction,-1.362497,EnvironmentSatisfaction,-1.060614,RelationshipSatisfaction,-0.676236,DistanceFromHome,0.549186,WorkLifeBalance,0.534065
1737,1.401708,DistanceFromHome,-1.340458,EnvironmentSatisfaction,-0.958102,BusinessTravel,-0.934606,JobSatisfaction,-0.904927,MonthlyIncome,-0.679041
1739,1.401708,WorkLifeBalance,1.406305,JobInvolvement,1.313506,EnvironmentSatisfaction,-1.040853,StockOptionLevel,-0.850972,YearsWithCurrManager,-0.596354
1740,1.401708,income_to_dept_avg,-1.702636,promotion_stagnation,-0.894762,MaritalStatus,0.527733,WorkLifeBalance,0.48922,Education,-0.468566
1744,1.401708,JobInvolvement,1.032971,PercentSalaryHike,-0.716498,StockOptionLevel,-0.651757,WorkLifeBalance,-0.497681,income_to_dept_avg,-0.481781
1745,1.401708,EnvironmentSatisfaction,-1.423036,RelationshipSatisfaction,-0.965298,promotion_stagnation,-0.95703,NumCompaniesWorked,-0.879999,DistanceFromHome,-0.667763
1746,1.401708,JobSatisfaction,-1.249089,NumCompaniesWorked,-0.987207,MonthlyIncome,-0.865879,EnvironmentSatisfaction,0.824585,RelationshipSatisfaction,-0.569499
1747,1.401708,JobSatisfaction,-1.0514,NumCompaniesWorked,0.899738,WorkLifeBalance,0.769871,TrainingTimesLastYear,0.667461,PercentSalaryHike,0.60292
1749,1.401708,PercentSalaryHike,-0.915762,EnvironmentSatisfaction,0.772085,StockOptionLevel,-0.672413,total_satisfaction,-0.527567,YearsWithCurrManager,-0.481722
1751,1.401708,JobSatisfaction,-1.989805,TrainingTimesLastYear,-0.845459,WorkLifeBalance,0.502888,PercentSalaryHike,0.482836,JobRole,-0.480343
1752,1.401708,JobInvolvement,1.786839,StockOptionLevel,0.627456,MaritalStatus,0.615923,WorkLifeBalance,-0.609363,Age,0.498178
1753,1.401708,EnvironmentSatisfaction,-1.243661,DistanceFromHome,-1.130125,JobRole,-1.101701,JobInvolvement,-0.916479,NumCompaniesWorked,0.816221
1754,1.401708,MaritalStatus,-1.331636,StockOptionLevel,-0.87395,RelationshipSatisfaction,0.542243,JobSatisfaction,0.491726,WorkLifeBalance,-0.412436
1755,1.401708,JobSatisfaction,-1.287015,JobInvolvement,-1.215173,EnvironmentSatisfaction,-0.788682,JobRole,-0.734278,DistanceFromHome,-0.703351
1756,1.401708,EnvironmentSatisfaction,-1.194796,promotion_stagnation,-1.090914,BusinessTravel,-0.747428,RelationshipSatisfaction,-0.725167,DistanceFromHome,-0.665395
1757,1.401708,JobSatisfaction,-1.608119,EnvironmentSatisfaction,-1.052752,TrainingTimesLastYear,0.53179,MonthlyIncome,-0.503212,Education,-0.42581
1758,1.401708,EnvironmentSatisfaction,1.150929,JobSatisfaction,0.90159,DistanceFromHome,0.826457,StockOptionLevel,0.670068,MaritalStatus,0.628336
1760,1.401708,MonthlyIncome,-0.938791,StockOptionLevel,-0.698925,Age,-0.645654,WorkLifeBalance,0.642793,DistanceFromHome,-0.553877
1761,1.401708,EnvironmentSatisfaction,1.249838,YearsWithCurrManager,1.110568,DistanceFromHome,0.773187,StockOptionLevel,-0.649637,Education,-0.515196
1762,1.401708,YearsWithCurrManager,1.023634,EnvironmentSatisfaction,-0.991671,StockOptionLevel,-0.871012,MaritalStatus,-0.785508,JobSatisfaction,0.668641
1763,1.401708,JobInvolvement,-1.338824,JobRole,-0.971096,StockOptionLevel,-0.520239,DistanceFromHome,0.500803,WorkLifeBalance,-0.434882
1764,1.401708,BusinessTravel,-0.932228,promotion_stagnation,-0.622762,MaritalStatus,0.572995,MonthlyIncome,-0.56665,StockOptionLevel,0.49897
1766,1.401708,JobSatisfaction,-1.395335,JobRole,-1.08227,JobInvolvement,1.021418,MonthlyIncome,-0.930669,Age,-0.868814
1767,1.401708,burnout_proxy,0.858364,income_to_dept_avg,0.766325,Age,-0.752511,YearsWithCurrManager,0.7429,MonthlyIncome,0.728465
1768,1.401708,TrainingTimesLastYear,-0.99099,StockOptionLevel,-0.870178,MaritalStatus,-0.770297,Age,-0.712917,total_satisfaction,-0.706184
1770,1.401708,income_to_dept_avg,-1.812525,JobSatisfaction,0.748097,Age,-0.668703,TotalWorkingYears,-0.555834,StockOptionLevel,-0.5468
1771,1.401708,NumCompaniesWorked,1.053215,EnvironmentSatisfaction,-1.009894,BusinessTravel,-0.878025,MaritalStatus,-0.84009,StockOptionLevel,-0.791773
1772,1.401708,JobSatisfaction,0.99262,StockOptionLevel,-0.928501,MaritalStatus,-0.924346,YearsWithCurrManager,-0.611251,WorkLifeBalance,-0.587591
1774,1.401708,EnvironmentSatisfaction,-1.014155,BusinessTravel,-0.988015,MaritalStatus,-0.957892,promotion_stagnation,-0.835332,total_satisfaction,-0.804882
1775,1.401708,DistanceFromHome,-1.669377,income_to_dept_avg,-1.436312,PercentSalaryHike,-0.938706,EnvironmentSatisfaction,0.784004,burnout_proxy,0.690094
1778,1.401708,JobSatisfaction,-1.686715,YearsWithCurrManager,-0.803762,NumCompaniesWorked,-0.647367,Age,-0.622041,promotion_stagnation,-0.594441
1779,1.401708,JobSatisfaction,-1.554092,JobInvolvement,1.420827,EnvironmentSatisfaction,-1.399329,MonthlyIncome,-0.763724,WorkLifeBalance,-0.759442
1780,1.401708,YearsWithCurrManager,1.059801,Age,0.594767,MaritalStatus,0.513524,StockOptionLevel,0.493556,MonthlyIncome,-0.445601
1782,1.401708,EnvironmentSatisfaction,-1.323682,Age,-0.799347,WorkLifeBalance,-0.592732,StockOptionLevel,-0.510684,PercentSalaryHike,0.472933
1783,1.401708,TrainingTimesLastYear,-1.134424,burnout_proxy,0.949544,OverTime,0.848035,YearsWithCurrManager,0.835841,income_to_dept_avg,0.70788
1784,1.401708,EnvironmentSatisfaction,1.026519,JobSatisfaction,-0.951737,MonthlyIncome,-0.830102,StockOptionLevel,-0.678791,Education,-0.634424
1786,1.401708,income_to_dept_avg,-1.664125,EnvironmentSatisfaction,0.880853,Age,-0.705818,WorkLifeBalance,-0.466015,total_satisfaction,-0.429214
1787,1.401708,StockOptionLevel,-0.900212,total_satisfaction,-0.581898,RelationshipSatisfaction,0.530183,income_to_dept_avg,-0.472616,WorkLifeBalance,-0.463584
1789,1.401708,JobSatisfaction,-1.154311,income_to_dept_avg,-1.129159,MaritalStatus,-0.676202,Education,-0.637914,NumCompaniesWorked,0.612466
1790,1.401708,EnvironmentSatisfaction,-1.142702,JobRole,-1.058772,NumCompaniesWorked,0.907499,Age,-0.637044,StockOptionLevel,-0.51399
1792,1.401708,DistanceFromHome,-1.138937,BusinessTravel,0.78022,burnout_proxy,0.764841,MonthlyIncome,0.679515,OverTime,0.622693
1794,1.401708,MaritalStatus,-0.870145,WorkLifeBalance,0.73517,Age,-0.518867,StockOptionLevel,0.493343,promotion_stagnation,-0.459556
1797,1.401708,JobSatisfaction,-1.032666,burnout_proxy,0.978725,DistanceFromHome,0.816757,OverTime,0.671065,RelationshipSatisfaction,-0.590736
1798,1.401708,JobInvolvement,-1.208125,StockOptionLevel,-1.188299,JobSatisfaction,0.847551,EnvironmentSatisfaction,-0.611749,JobRole,-0.591785
1799,1.401708,JobSatisfaction,-1.237233,DistanceFromHome,-1.093723,TrainingTimesLastYear,-0.832885,PercentSalaryHike,0.76576,JobRole,-0.582389
1800,1.401708,income_to_dept_avg,-1.953338,Age,-0.678623,MaritalStatus,0.542358,PercentSalaryHike,-0.523731,WorkLifeBalance,-0.520037
1801,1.401708,BusinessTravel,-0.813204,WorkLifeBalance,-0.554566,Age,-0.548675,MaritalStatus,0.544813,burnout_proxy,-0.51061
1802,1.401708,JobSatisfaction,0.808266,RelationshipSatisfaction,-0.738639,TrainingTimesLastYear,-0.628902,StockOptionLevel,-0.619645,Age,-0.609333
1803,1.401708,JobInvolvement,-1.506147,JobRole,-1.153852,Age,-1.119231,StockOptionLevel,-1.034968,MonthlyIncome,-0.789627
1804,1.401708,JobSatisfaction,-1.191665,BusinessTravel,-1.012715,TrainingTimesLastYear,-0.846817,MaritalStatus,-0.74099,MonthlyIncome,-0.740458
1805,1.401708,NumCompaniesWorked,1.110798,EnvironmentSatisfaction,1.033162,YearsInCurrentRole,-0.99201,YearsWithCurrManager,-0.88842,BusinessTravel,-0.740396
1807,1.401708,JobSatisfaction,1.011725,WorkLifeBalance,0.836448,EnvironmentSatisfaction,-0.74221,StockOptionLevel,-0.678119,BusinessTravel,0.610251
1809,1.401708,WorkLifeBalance,1.694336,JobSatisfaction,1.158098,promotion_stagnation,-1.007516,EnvironmentSatisfaction,-0.750076,MaritalStatus,0.532484
1812,1.401708,JobSatisfaction,-1.196219,TrainingTimesLastYear,-0.752446,Age,-0.637025,MaritalStatus,-0.628614,BusinessTravel,0.560021
1813,1.401708,EnvironmentSatisfaction,0.966818,BusinessTravel,-0.91108,WorkLifeBalance,0.607462,MonthlyIncome,-0.584148,Age,-0.564325
1814,1.401708,JobRole,-1.599134,JobInvolvement,-1.508132,WorkLifeBalance,0.81306,RelationshipSatisfaction,0.577479,MaritalStatus,0.556889
1815,1.401708,MaritalStatus,-0.951374,YearsInCurrentRole,-0.699403,promotion_stagnation,-0.693598,NumCompaniesWorked,-0.634423,RelationshipSatisfaction,-0.62024
1816,1.401708,EnvironmentSatisfaction,1.10686,promotion_stagnation,-0.570804,income_to_dept_avg,-0.51654,MaritalStatus,0.477715,YearsWithCurrManager,-0.471274
1818,1.401708,EnvironmentSatisfaction,-1.028525,NumCompaniesWorked,-1.025238,OverTime,0.736222,burnout_proxy,0.71236,WorkLifeBalance,-0.474778
1821,1.401708,EnvironmentSatisfaction,-0.852177,JobRole,-0.806562,DistanceFromHome,0.633981,total_satisfaction,0.578561,YearsSinceLastPromotion,0.481306
1822,1.401708,DistanceFromHome,-1.224591,JobSatisfaction,-1.117632,JobRole,-0.916503,MonthlyIncome,-0.690484,MaritalStatus,-0.643661
1823,1.401708,JobInvolvement,-1.414575,TrainingTimesLastYear,-0.696291,YearsWithCurrManager,-0.685156,StockOptionLevel,-0.659296,WorkLifeBalance,-0.483839
1824,1.401708,income_to_dept_avg,-1.311119,MaritalStatus,-0.847448,BusinessTravel,-0.704771,YearsInCurrentRole,-0.695519,YearsWithCurrManager,-0.603008
1826,1.401708,JobInvolvement,1.313731,StockOptionLevel,-0.834598,NumCompaniesWorked,-0.665499,WorkLifeBalance,-0.516755,Education,-0.490685
1827,1.401708,MaritalStatus,-1.029525,income_to_dept_avg,-0.965763,YearsWithCurrManager,-0.950219,YearsInCurrentRole,-0.751427,StockOptionLevel,-0.744408
1829,1.401708,MaritalStatus,-0.946116,JobRole,-0.939073,StockOptionLevel,-0.835379,MonthlyIncome,-0.653073,Age,-0.615067
1830,1.401708,JobSatisfaction,-1.507574,EnvironmentSatisfaction,-0.793972,Education,-0.618445,WorkLifeBalance,0.603748,StockOptionLevel,-0.466077
1833,1.401708,EnvironmentSatisfaction,0.878136,RelationshipSatisfaction,-0.747764,StockOptionLevel,-0.689819,Education,-0.671425,DistanceFromHome,-0.587751
1834,1.401708,DistanceFromHome,-1.462217,StockOptionLevel,-0.944431,JobSatisfaction,0.875877,JobRole,-0.59233,YearsWithCurrManager,-0.439275
1835,1.401708,JobInvolvement,1.263292,JobSatisfaction,-1.184601,StockOptionLevel,-0.922284,MonthlyIncome,-0.847592,PercentSalaryHike,-0.80251
1836,1.401708,JobSatisfaction,-1.93155,RelationshipSatisfaction,0.578482,WorkLifeBalance,-0.466375,MonthlyIncome,-0.440022,NumCompaniesWorked,-0.421045
1837,1.401708,income_to_dept_avg,-2.289114,EnvironmentSatisfaction,0.866787,Age,-0.828074,burnout_proxy,0.788832,Education,-0.71924
1839,1.401708,income_to_dept_avg,1.199624,BusinessTravel,-1.174219,WorkLifeBalance,1.051381,YearsWithCurrManager,0.834084,JobRole,-0.639078
1842,1.401708,YearsWithCurrManager,1.172729,JobSatisfaction,1.142862,JobInvolvement,-0.885948,DistanceFromHome,0.734261,EnvironmentSatisfaction,-0.733793
1844,1.401708,EnvironmentSatisfaction,1.079084,burnout_proxy,0.990593,YearsWithCurrManager,0.98166,OverTime,0.742726,MaritalStatus,-0.679202
1845,1.401708,BusinessTravel,-0.83741,Education,-0.717492,StockOptionLevel,-0.710858,DistanceFromHome,-0.677679,MonthlyIncome,-0.570367
1847,1.401708,DistanceFromHome,-0.93921,Age,-0.869687,EnvironmentSatisfaction,-0.773825,RelationshipSatisfaction,-0.722786,total_satisfaction,-0.717865
1849,1.401708,JobSatisfaction,-0.987718,EnvironmentSatisfaction,0.834104,MonthlyIncome,-0.828546,Education,-0.768984,DistanceFromHome,-0.733154
1850,1.401708,JobSatisfaction,-1.379434,NumCompaniesWorked,-1.153383,EnvironmentSatisfaction,-0.957528,total_satisfaction,-0.838026,burnout_proxy,0.654058
1852,1.401708,JobSatisfaction,-1.001346,YearsWithCurrManager,-0.964149,promotion_stagnation,-0.85749,EnvironmentSatisfaction,-0.837238,WorkLifeBalance,-0.495906
1853,1.401708,JobSatisfaction,-2.021616,EnvironmentSatisfaction,-0.870366,WorkLifeBalance,-0.547132,MonthlyIncome,-0.514271,NumCompaniesWorked,0.496498
1854,1.401708,StockOptionLevel,-0.988064,BusinessTravel,-0.961175,WorkLifeBalance,0.682762,Age,-0.557183,JobRole,-0.498177
1856,1.401708,Age,-0.975274,YearsWithCurrManager,0.756488,WorkLifeBalance,-0.712046,MonthlyIncome,-0.661887,Education,-0.624906
1857,1.401708,JobSatisfaction,-1.082605,EnvironmentSatisfaction,-1.026734,MaritalStatus,-0.820639,YearsSinceLastPromotion,0.54059,StockOptionLevel,-0.514624
1858,1.401708,DistanceFromHome,-1.391617,JobSatisfaction,-1.231559,BusinessTravel,-1.108141,MaritalStatus,-0.732392,YearsWithCurrManager,-0.566432
