EmployeeNumber,Age,Department,JobRole,MonthlyIncome,attrition_verdict,attrition_probability,risk_tier,primary_reason,reason_prob_burnout,reason_prob_compensation,reason_prob_stagnation,reason_prob_career_growth
1098,44,Human Resources,Human Resources,10482,No,0.2288,Low,N/A,0.0391,0.9017,0.0,0.0592
1099,33,Research & Development,Healthcare Representative,7119,No,0.0008,Low,N/A,0.0124,0.9876,0.0,0.0
1100,35,Sales,Sales Executive,9582,Yes,0.9815,Critical,Compensation,0.0461,0.855,0.0,0.0989
1101,33,Research & Development,Research Scientist,4508,Yes,0.9483,Critical,Compensation,0.0081,0.9772,0.0,0.0147
1102,28,Research & Development,Laboratory Technician,2207,No,0.0278,Low,N/A,0.0681,0.9222,0.0,0.0098
1103,34,Research & Development,Healthcare Representative,7756,No,0.0098,Low,N/A,0.0739,0.9261,0.0,0.0
1105,37,Sales,Sales Executive,6694,No,0.0025,Low,N/A,0.0465,0.9535,0.0,0.0
1106,25,Research & Development,Laboratory Technician,3691,Yes,0.9595,Critical,Compensation,0.0237,0.9714,0.0,0.0049
1107,26,Research & Development,Laboratory Technician,2377,Yes,0.969,Critical,Compensation,0.0789,0.9211,0.0,0.0
1108,33,Research & Development,Research Scientist,2313,Yes,0.9976,Critical,Compensation,0.046,0.954,0.0,0.0
1109,42,Research & Development,Manager,17665,No,0.0179,Low,N/A,0.0339,0.902,0.0,0.0641
1111,28,Research & Development,Laboratory Technician,2596,Yes,0.9629,Critical,Compensation,0.0034,0.9966,0.0,0.0
1113,50,Sales,Sales Executive,4728,No,0.0855,Low,N/A,0.0505,0.9149,0.0,0.0346
1114,33,Sales,Sales Executive,4302,No,0.0303,Low,N/A,0.0059,0.9941,0.0,0.0
1115,34,Research & Development,Research Scientist,2979,No,0.0006,Low,N/A,0.0366,0.9634,0.0,0.0
1116,48,Research & Development,Manager,16885,No,0.0002,Low,N/A,0.1097,0.8606,0.0,0.0297
1117,45,Sales,Sales Executive,5593,No,0.0007,Low,N/A,0.0216,0.9542,0.0,0.0242
1118,52,Research & Development,Healthcare Representative,10445,No,0.0127,Low,N/A,0.0524,0.8885,0.0,0.0591
1119,38,Sales,Sales Executive,8740,No,0.0179,Low,N/A,0.0782,0.9122,0.0,0.0096
1120,29,Research & Development,Research Scientist,2514,No,0.0065,Low,N/A,0.0457,0.9543,0.0,0.0
1121,28,Research & Development,Manufacturing Director,7655,No,0.0233,Low,N/A,0.0393,0.9458,0.0,0.0149
1124,46,Sales,Manager,17465,No,0.0415,Low,N/A,0.047,0.8988,0.0,0.0542
1125,38,Sales,Sales Executive,7351,No,0.1268,Low,N/A,0.015,0.985,0.0,0.0
1126,43,Research & Development,Manufacturing Director,10820,No,0.0354,Low,N/A,0.0569,0.9137,0.0,0.0294
1127,39,Research & Development,Healthcare Representative,12169,Yes,0.975,Critical,Compensation,0.0173,0.8494,0.0,0.1333
1128,40,Research & Development,Research Director,19626,No,0.0337,Low,N/A,0.0453,0.9301,0.0,0.0247
1131,21,Research & Development,Research Scientist,2070,No,0.0851,Low,N/A,0.0422,0.9431,0.0,0.0148
1132,39,Research & Development,Laboratory Technician,6782,No,0.1679,Low,N/A,0.0682,0.9318,0.0,0.0
1133,36,Research & Development,Manufacturing Director,7779,No,0.0083,Low,N/A,0.0416,0.9485,0.0,0.0099
1135,31,Sales,Sales Representative,2791,No,0.04,Low,N/A,0.0029,0.9971,0.0,0.0
1136,28,Research & Development,Research Scientist,3201,No,0.2673,Low,N/A,0.0537,0.9463,0.0,0.0
1137,35,Sales,Sales Executive,4968,No,0.0062,Low,N/A,0.0217,0.9783,0.0,0.0
1138,49,Sales,Sales Executive,13120,No,0.0326,Low,N/A,0.061,0.9144,0.0,0.0245
1140,34,Research & Development,Manufacturing Director,4033,No,0.0352,Low,N/A,0.0492,0.9508,0.0,0.0
1143,29,Research & Development,Research Scientist,3291,No,0.0278,Low,N/A,0.0661,0.9339,0.0,0.0
1148,42,Research & Development,Laboratory Technician,4272,No,0.1887,Low,N/A,0.027,0.9681,0.0,0.005
1150,29,Research & Development,Manufacturing Director,5056,No,0.1127,Low,N/A,0.8046,0.1905,0.0,0.0049
1152,38,Human Resources,Human Resources,2844,No,0.0042,Low,N/A,0.0284,0.9519,0.0,0.0197
1154,28,Research & Development,Research Scientist,2703,No,0.0503,Low,N/A,0.0387,0.9613,0.0,0.0
1156,18,Research & Development,Laboratory Technician,1904,Yes,0.9565,Critical,Compensation,0.0268,0.9732,0.0,0.0
1157,33,Sales,Sales Executive,8224,Yes,0.8194,Critical,Compensation,0.0474,0.9526,0.0,0.0
1158,41,Research & Development,Laboratory Technician,4766,No,0.1355,Low,N/A,0.074,0.9161,0.0,0.0099
1160,31,Research & Development,Laboratory Technician,2610,Yes,0.9065,Critical,Compensation,0.0453,0.9547,0.0,0.0
1161,37,Research & Development,Healthcare Representative,5731,No,0.0017,Low,N/A,0.009,0.991,0.0,0.0
1162,27,Research & Development,Research Scientist,2539,No,0.0061,Low,N/A,0.0,1.0,0.0,0.0
1163,34,Sales,Sales Executive,5714,No,0.0484,Low,N/A,0.0511,0.9489,0.0,0.0
1164,35,Human Resources,Human Resources,4323,No,0.1931,Low,N/A,0.0555,0.9445,0.0,0.0
1165,29,Sales,Sales Executive,7336,Yes,0.9242,Critical,Compensation,0.0501,0.9252,0.0,0.0247
1166,40,Research & Development,Research Director,13499,No,0.0074,Low,N/A,0.1242,0.8611,0.0,0.0147
1167,42,Sales,Sales Executive,13758,Yes,0.957,Critical,Burnout,0.8688,0.1115,0.0,0.0197
1171,42,Sales,Sales Executive,5155,No,0.045,Low,N/A,0.0115,0.9836,0.0,0.0049
1172,35,Research & Development,Laboratory Technician,2258,No,0.005,Low,N/A,0.0256,0.9545,0.0,0.0198
1173,24,Research & Development,Laboratory Technician,3597,No,0.3379,Medium,N/A,0.029,0.966,0.0,0.0049
1175,28,Research & Development,Laboratory Technician,2515,Yes,0.9768,Critical,Burnout,0.8756,0.1244,0.0,0.0
1177,26,Research & Development,Laboratory Technician,4420,No,0.0034,Low,N/A,0.0185,0.9468,0.0,0.0347
1179,30,Sales,Sales Executive,6578,No,0.057,Low,N/A,0.008,0.9821,0.0,0.0099
1180,40,Research & Development,Research Scientist,4422,No,0.0306,Low,N/A,0.8739,0.1261,0.0,0.0
1182,35,Research & Development,Manufacturing Director,10274,No,0.0178,Low,N/A,0.0294,0.8863,0.0,0.0843
1184,34,Research & Development,Healthcare Representative,5343,No,0.0009,Low,N/A,0.0163,0.9443,0.0,0.0394
1185,35,Research & Development,Laboratory Technician,2376,No,0.0241,Low,N/A,0.0229,0.9771,0.0,0.0
1188,43,Sales,Sales Executive,5346,Yes,0.9909,Critical,Compensation,0.0585,0.9415,0.0,0.0
1190,32,Sales,Sales Representative,2827,No,0.0782,Low,N/A,0.0069,0.9931,0.0,0.0
1191,56,Research & Development,Manager,19943,No,0.0366,Low,N/A,0.0502,0.9398,0.0,0.01
1192,29,Research & Development,Laboratory Technician,3131,No,0.0117,Low,N/A,0.0212,0.9194,0.0,0.0594
1193,19,Research & Development,Research Scientist,2552,No,0.4033,Medium,N/A,0.0457,0.9543,0.0,0.0
1195,45,Research & Development,Research Scientist,4477,No,0.1397,Low,N/A,0.923,0.077,0.0,0.0
1196,37,Research & Development,Manufacturing Director,6474,No,0.0019,Low,N/A,0.0863,0.8795,0.0,0.0342
1198,20,Research & Development,Laboratory Technician,3033,No,0.4727,Medium,N/A,0.0315,0.9685,0.0,0.0
1200,44,Research & Development,Research Scientist,2936,Yes,0.9334,Critical,Compensation,0.021,0.9741,0.0,0.0049
1201,53,Research & Development,Manager,18606,No,0.0056,Low,N/A,0.0196,0.9015,0.0,0.0789
1202,29,Research & Development,Research Scientist,2168,No,0.1814,Low,N/A,0.8186,0.1814,0.0,0.0
1203,22,Research & Development,Research Scientist,2853,No,0.4921,Medium,N/A,0.039,0.9511,0.0,0.0098
1204,46,Sales,Manager,17048,No,0.0268,Low,N/A,0.0652,0.8507,0.0,0.0841
1206,44,Research & Development,Research Scientist,2290,No,0.0824,Low,N/A,0.0218,0.9732,0.0,0.005
1207,33,Human Resources,Human Resources,3600,No,0.0764,Low,N/A,0.0292,0.9708,0.0,0.0
1210,41,Research & Development,Research Scientist,2107,Yes,0.7436,Critical,Compensation,0.0586,0.9414,0.0,0.0
1211,30,Sales,Sales Executive,4115,No,0.0141,Low,N/A,0.0302,0.9698,0.0,0.0
1212,40,Sales,Sales Executive,4327,No,0.0577,Low,N/A,0.0243,0.9707,0.0,0.0049
1215,50,Research & Development,Manager,17856,No,0.0009,Low,N/A,0.037,0.9282,0.0,0.0348
1216,28,Research & Development,Laboratory Technician,3196,No,0.0406,Low,N/A,0.0279,0.9721,0.0,0.0
1217,46,Research & Development,Research Director,19081,No,0.0564,Low,N/A,0.0145,0.9805,0.0,0.005
1218,35,Sales,Sales Executive,8966,No,0.1024,Low,N/A,0.0601,0.9058,0.0,0.0341
1219,24,Research & Development,Laboratory Technician,2210,Yes,0.9869,Critical,Compensation,0.0187,0.9813,0.0,0.0
1220,33,Sales,Sales Executive,4539,No,0.0461,Low,N/A,0.0299,0.9701,0.0,0.0
1221,36,Research & Development,Laboratory Technician,2741,No,0.0242,Low,N/A,0.021,0.9446,0.0,0.0344
1224,30,Research & Development,Laboratory Technician,3491,No,0.1026,Low,N/A,0.0793,0.8466,0.0,0.0741
1225,44,Research & Development,Research Scientist,4541,No,0.0128,Low,N/A,0.0213,0.9688,0.0,0.0099
1226,20,Sales,Sales Representative,2678,No,0.1047,Low,N/A,0.004,0.996,0.0,0.0
1228,46,Research & Development,Manufacturing Director,7379,No,0.0053,Low,N/A,0.0553,0.9447,0.0,0.0
1231,42,Human Resources,Human Resources,6272,No,0.0013,Low,N/A,0.0281,0.9719,0.0,0.0
1233,60,Sales,Sales Executive,5220,No,0.0013,Low,N/A,0.0674,0.9229,0.0,0.0097
1234,32,Research & Development,Laboratory Technician,2743,No,0.1682,Low,N/A,0.015,0.985,0.0,0.0
1235,32,Research & Development,Research Scientist,4998,No,0.0235,Low,N/A,0.0262,0.9395,0.0,0.0343
1237,36,Research & Development,Manufacturing Director,10252,No,0.019,Low,N/A,0.0995,0.8164,0.0,0.0841
1238,33,Research & Development,Research Scientist,2781,No,0.0014,Low,N/A,0.0077,0.9379,0.0,0.0544
1239,40,Sales,Sales Executive,6852,No,0.0926,Low,N/A,0.0159,0.9841,0.0,0.0
1240,25,Sales,Sales Executive,4950,No,0.0274,Low,N/A,0.022,0.978,0.0,0.0
1241,30,Research & Development,Research Scientist,3579,No,0.0104,Low,N/A,0.0409,0.9147,0.0,0.0444
1242,42,Research & Development,Research Director,13191,No,0.107,Low,N/A,0.0629,0.8878,0.0,0.0494
1243,35,Sales,Sales Executive,10377,No,0.1352,Low,N/A,0.6332,0.3273,0.0,0.0396
1244,27,Research & Development,Research Scientist,2235,No,0.1085,Low,N/A,0.766,0.2243,0.0,0.0097
1245,54,Research & Development,Manufacturing Director,10502,No,0.0023,Low,N/A,0.1159,0.8644,0.0,0.0197
1246,44,Research & Development,Research Scientist,2011,No,0.0217,Low,N/A,0.0393,0.8421,0.0,0.1186
1248,19,Research & Development,Research Scientist,1859,Yes,0.9978,Critical,Compensation,0.0183,0.9817,0.0,0.0
1249,29,Research & Development,Research Scientist,3760,No,0.0032,Low,N/A,0.0142,0.9759,0.0,0.0098
1250,54,Research & Development,Research Director,17779,No,0.001,Low,N/A,0.0365,0.9437,0.0,0.0198
1251,31,Research & Development,Healthcare Representative,6833,No,0.0536,Low,N/A,0.8651,0.1349,0.0,0.0
1252,31,Research & Development,Healthcare Representative,6812,No,0.04,Low,N/A,0.0001,0.9852,0.0,0.0147
1254,59,Sales,Sales Executive,5171,No,0.0874,Low,N/A,0.0218,0.9782,0.0,0.0
1255,43,Research & Development,Research Director,19740,No,0.065,Low,N/A,0.0263,0.9346,0.0,0.0391
1256,49,Research & Development,Manager,18711,No,0.0574,Low,N/A,0.0121,0.9679,0.0,0.02
1257,36,Research & Development,Research Scientist,3692,No,0.0149,Low,N/A,0.0518,0.9283,0.0,0.0199
1258,48,Research & Development,Laboratory Technician,2559,No,0.177,Low,N/A,0.0598,0.9402,0.0,0.0
1259,27,Research & Development,Research Scientist,2517,No,0.0252,Low,N/A,0.0099,0.9901,0.0,0.0
1260,29,Research & Development,Healthcare Representative,6623,No,0.0484,Low,N/A,0.041,0.959,0.0,0.0
1263,48,Research & Development,Research Director,18265,No,0.0012,Low,N/A,0.0305,0.9497,0.0,0.0198
1264,29,Research & Development,Research Director,16124,No,0.0012,Low,N/A,0.0878,0.8627,0.0,0.0495
1265,34,Research & Development,Research Scientist,2585,No,0.0566,Low,N/A,0.0642,0.9358,0.0,0.0
1267,44,Sales,Manager,18213,No,0.0097,Low,N/A,0.0447,0.8118,0.0,0.1435
1268,33,Sales,Sales Executive,8380,No,0.0005,Low,N/A,0.0622,0.9183,0.0,0.0195
1269,19,Research & Development,Research Scientist,2994,No,0.1857,Low,N/A,0.0605,0.9395,0.0,0.0
1270,23,Research & Development,Research Scientist,1223,No,0.0288,Low,N/A,0.0104,0.9848,0.0,0.0049
1273,25,Sales,Sales Representative,1118,Yes,0.9993,Critical,Compensation,0.0671,0.9329,0.0,0.0
1275,26,Research & Development,Research Scientist,2875,No,0.1083,Low,N/A,0.8149,0.1753,0.0,0.0099
1277,45,Sales,Manager,18824,Yes,0.9638,Critical,Compensation,0.1035,0.8815,0.0,0.015
1278,55,Research & Development,Healthcare Representative,13577,No,0.0025,Low,N/A,0.0763,0.8846,0.0,0.0391
1279,21,Research & Development,Laboratory Technician,2625,Yes,0.9735,Critical,Compensation,0.0296,0.9704,0.0,0.0
1280,46,Sales,Manager,18789,No,0.0503,Low,N/A,0.0284,0.9617,0.0,0.0099
1281,34,Sales,Sales Executive,4538,No,0.0571,Low,N/A,0.0425,0.9575,0.0,0.0
1282,51,Sales,Manager,19847,No,0.0152,Low,N/A,0.6734,0.2477,0.0,0.0789
1283,59,Research & Development,Manufacturing Director,10512,No,0.1416,Low,N/A,0.0889,0.8376,0.0,0.0735
1285,34,Research & Development,Laboratory Technician,4444,No,0.0099,Low,N/A,0.015,0.9751,0.0,0.0099
1286,28,Research & Development,Laboratory Technician,2154,No,0.2512,Low,N/A,0.8313,0.1687,0.0,0.0
1288,44,Research & Development,Manager,19190,No,0.0021,Low,N/A,0.1117,0.7053,0.0,0.183
1289,34,Human Resources,Human Resources,4490,No,0.0104,Low,N/A,0.0177,0.9037,0.0,0.0786
1291,35,Research & Development,Research Scientist,3506,No,0.0185,Low,N/A,0.0597,0.9403,0.0,0.0
1292,42,Research & Development,Research Scientist,2372,No,0.0673,Low,N/A,0.0577,0.9373,0.0,0.005
1293,43,Sales,Sales Executive,10231,No,0.0209,Low,N/A,0.0559,0.8699,0.0,0.0741
1294,36,Research & Development,Manufacturing Director,5410,No,0.0216,Low,N/A,0.071,0.9044,0.0,0.0245
1295,44,Research & Development,Healthcare Representative,7978,Yes,0.9388,Critical,Compensation,0.017,0.9687,0.0,0.0143
1296,28,Research & Development,Laboratory Technician,3867,No,0.0957,Low,N/A,0.0794,0.9206,0.0,0.0
1297,51,Research & Development,Laboratory Technician,2838,No,0.4593,Medium,N/A,0.0434,0.8924,0.0,0.0642
1298,30,Research & Development,Manufacturing Director,4695,No,0.19,Low,N/A,0.043,0.957,0.0,0.0
1299,29,Research & Development,Laboratory Technician,3339,Yes,0.9476,Critical,Compensation,0.0355,0.9547,0.0,0.0098
1301,28,Research & Development,Research Scientist,2080,No,0.0872,Low,N/A,0.0398,0.9602,0.0,0.0
1303,25,Research & Development,Research Scientist,2096,No,0.1091,Low,N/A,0.0473,0.9479,0.0,0.0049
1304,32,Sales,Sales Executive,6209,No,0.0021,Low,N/A,0.0165,0.9537,0.0,0.0299
1306,45,Research & Development,Manager,18061,No,0.0098,Low,N/A,0.0542,0.8962,0.0,0.0496
1307,39,Research & Development,Manager,17123,No,0.01,Low,N/A,0.0786,0.8177,0.0,0.1037
1308,58,Research & Development,Research Scientist,2372,No,0.0124,Low,N/A,0.0296,0.9654,0.0,0.005
1309,32,Research & Development,Laboratory Technician,4883,Yes,0.9102,Critical,Compensation,0.0,1.0,0.0,0.0
1310,39,Research & Development,Research Scientist,3904,Yes,0.9385,Critical,Compensation,0.0019,0.9981,0.0,0.0
1311,30,Research & Development,Laboratory Technician,4627,No,0.0297,Low,N/A,0.0063,0.9098,0.0,0.084
1312,36,Research & Development,Healthcare Representative,7094,No,0.0236,Low,N/A,0.0189,0.9762,0.0,0.0049
1314,46,Human Resources,Human Resources,3423,No,0.0491,Low,N/A,0.0294,0.9608,0.0,0.0098
1315,28,Research & Development,Laboratory Technician,6674,No,0.0152,Low,N/A,0.02,0.7773,0.0,0.2026
1317,50,Research & Development,Research Director,16880,No,0.1021,Low,N/A,0.0388,0.9562,0.0,0.005
1318,40,Sales,Sales Executive,9094,Yes,0.7745,Critical,Compensation,0.031,0.9541,0.0,0.0149
1319,52,Sales,Sales Executive,8446,Yes,0.9933,Critical,Burnout,0.9182,0.0573,0.0,0.0245
1321,30,Research & Development,Manager,11916,No,0.081,Low,N/A,0.0786,0.8718,0.0,0.0496
1322,39,Research & Development,Manufacturing Director,4534,No,0.0668,Low,N/A,0.0142,0.9316,0.0,0.0542
1324,31,Sales,Sales Executive,9852,No,0.1615,Low,N/A,0.5853,0.241,0.0,0.1737
1329,41,Sales,Sales Executive,6151,No,0.037,Low,N/A,0.0255,0.8555,0.0,0.1189
1331,31,Sales,Sales Representative,2302,Yes,0.9655,Critical,Compensation,0.0472,0.9528,0.0,0.0
1333,44,Research & Development,Laboratory Technician,2362,No,0.3366,Medium,N/A,0.0108,0.9842,0.0,0.0049
1334,42,Research & Development,Manager,17861,No,0.006,Low,N/A,0.7514,0.2388,0.0,0.0099
1336,55,Research & Development,Manager,19187,No,0.0715,Low,N/A,0.049,0.803,0.0,0.148
1338,56,Human Resources,Manager,19717,No,0.025,Low,N/A,0.0644,0.8067,0.0,0.1289
1340,40,Research & Development,Research Scientist,3544,No,0.0259,Low,N/A,0.0281,0.9719,0.0,0.0
1344,34,Research & Development,Healthcare Representative,8500,No,0.01,Low,N/A,0.065,0.9055,0.0,0.0295
1346,40,Research & Development,Research Scientist,4661,No,0.0056,Low,N/A,0.0,0.8462,0.0,0.1538
1349,41,Sales,Sales Executive,4103,No,0.008,Low,N/A,0.0171,0.9235,0.0,0.0593
1350,35,Research & Development,Research Scientist,4249,No,0.454,Medium,N/A,0.0443,0.9457,0.0,0.01
1352,51,Human Resources,Manager,14026,No,0.0135,Low,N/A,0.1036,0.8717,0.0,0.0247
1355,38,Sales,Sales Executive,6893,No,0.0227,Low,N/A,0.012,0.9489,0.0,0.0391
1356,34,Sales,Sales Executive,6125,No,0.0251,Low,N/A,0.0131,0.8387,0.0,0.1482
1358,25,Research & Development,Laboratory Technician,3669,No,0.0617,Low,N/A,0.0944,0.9056,0.0,0.0
1360,58,Research & Development,Manufacturing Director,10008,Yes,0.9599,Critical,Burnout,0.9147,0.0805,0.0,0.0048
1361,40,Research & Development,Laboratory Technician,2387,No,0.0035,Low,N/A,0.0274,0.9726,0.0,0.0
1362,36,Sales,Sales Executive,4639,No,0.0094,Low,N/A,0.0619,0.9041,0.0,0.0341
1363,48,Research & Development,Manufacturing Director,7898,No,0.0051,Low,N/A,0.0201,0.97,0.0,0.0099
1364,27,Sales,Sales Representative,2534,No,0.0727,Low,N/A,0.0217,0.9783,0.0,0.0
1367,51,Research & Development,Manufacturing Director,13142,No,0.0341,Low,N/A,0.0703,0.9247,0.0,0.005
1368,18,Research & Development,Laboratory Technician,1611,No,0.093,Low,N/A,0.0184,0.9717,0.0,0.0099
1369,35,Research & Development,Laboratory Technician,5363,No,0.0011,Low,N/A,0.0252,0.9599,0.0,0.0149
1371,27,Sales,Sales Executive,5071,No,0.0475,Low,N/A,0.0308,0.9692,0.0,0.0
1372,55,Sales,Sales Executive,13695,Yes,0.9799,Critical,Burnout,0.9061,0.089,0.0,0.0049
1373,56,Research & Development,Manufacturing Director,13402,No,0.0773,Low,N/A,0.152,0.8133,0.0,0.0347
1374,34,Research & Development,Research Scientist,2029,No,0.0098,Low,N/A,0.0371,0.9629,0.0,0.0
1375,40,Research & Development,Healthcare Representative,6377,No,0.0005,Low,N/A,0.0288,0.9166,0.0,0.0546
1377,34,Research & Development,Laboratory Technician,5429,No,0.0737,Low,N/A,0.0146,0.9656,0.0,0.0198
1379,31,Sales,Sales Representative,2785,Yes,0.9572,Critical,Compensation,0.007,0.993,0.0,0.0
1380,35,Sales,Sales Executive,4614,Yes,0.9573,Critical,Burnout,0.9334,0.0666,0.0,0.0
1382,38,Research & Development,Research Scientist,2610,No,0.0032,Low,N/A,0.0098,0.9902,0.0,0.0
1383,34,Research & Development,Healthcare Representative,6687,No,0.0014,Low,N/A,0.0121,0.9584,0.0,0.0295
1387,28,Sales,Sales Executive,4724,No,0.0823,Low,N/A,0.0204,0.9648,0.0,0.0148
1389,31,Research & Development,Manufacturing Director,6179,No,0.1727,Low,N/A,0.7548,0.2452,0.0,0.0
1390,39,Sales,Sales Executive,6120,No,0.0254,Low,N/A,0.0521,0.9479,0.0,0.0
1391,51,Sales,Sales Executive,10596,Yes,0.5508,High,Compensation,0.0452,0.8603,0.0,0.0944
1392,41,Research & Development,Research Scientist,5467,No,0.0454,Low,N/A,0.7851,0.2149,0.0,0.0
1394,37,Research & Development,Research Scientist,2996,No,0.0812,Low,N/A,0.0464,0.9536,0.0,0.0
1395,33,Sales,Sales Executive,9998,No,0.1073,Low,N/A,0.009,0.9164,0.0,0.0745
1396,32,Sales,Sales Executive,4078,No,0.0746,Low,N/A,0.7929,0.2071,0.0,0.0
1397,39,Research & Development,Healthcare Representative,10920,No,0.0145,Low,N/A,0.0302,0.9649,0.0,0.0049
1399,25,Sales,Sales Executive,6232,No,0.0446,Low,N/A,0.0551,0.9449,0.0,0.0
1401,52,Research & Development,Manufacturing Director,13247,No,0.0025,Low,N/A,0.789,0.211,0.0,0.0
1402,43,Research & Development,Research Scientist,4081,No,0.09,Low,N/A,0.8012,0.1988,0.0,0.0
1403,27,Sales,Sales Executive,5769,No,0.1032,Low,N/A,0.0306,0.9645,0.0,0.0049
1405,27,Research & Development,Research Scientist,2394,Yes,0.9495,Critical,Compensation,0.038,0.9471,0.0,0.0148
1407,26,Research & Development,Research Scientist,3904,No,0.0367,Low,N/A,0.0181,0.9819,0.0,0.0
1408,42,Human Resources,Manager,16799,No,0.0018,Low,N/A,0.0451,0.8559,0.0,0.099
1409,52,Research & Development,Laboratory Technician,2950,No,0.1936,Low,N/A,0.0453,0.9547,0.0,0.0
1411,37,Research & Development,Laboratory Technician,3629,No,0.1316,Low,N/A,0.004,0.9911,0.0,0.0049
1412,35,Research & Development,Manufacturing Director,9362,No,0.0161,Low,N/A,0.0342,0.9409,0.0,0.0249
1415,25,Research & Development,Laboratory Technician,3229,No,0.1141,Low,N/A,0.0694,0.9306,0.0,0.0
1417,26,Research & Development,Laboratory Technician,3578,No,0.0165,Low,N/A,0.0034,0.9672,0.0,0.0294
1419,29,Human Resources,Human Resources,7988,No,0.0831,Low,N/A,0.0452,0.9301,0.0,0.0246
1420,49,Research & Development,Laboratory Technician,4284,Yes,0.9761,Critical,Compensation,0.0131,0.9869,0.0,0.0
1421,29,Research & Development,Healthcare Representative,7553,Yes,0.9855,Critical,Compensation,0.019,0.9712,0.0,0.0098
1422,54,Research & Development,Research Director,17328,No,0.0284,Low,N/A,0.0865,0.8449,0.0,0.0686
1423,58,Research & Development,Research Director,19701,No,0.0182,Low,N/A,0.072,0.8742,0.0,0.0538
1424,55,Research & Development,Research Director,14732,No,0.0004,Low,N/A,0.0622,0.8539,0.0,0.0838
1425,36,Sales,Sales Executive,9278,No,0.0994,Low,N/A,0.0836,0.8469,0.0,0.0695
1427,31,Sales,Sales Representative,1359,Yes,0.9986,Critical,Compensation,0.008,0.992,0.0,0.0
1428,30,Sales,Sales Executive,4779,No,0.0398,Low,N/A,0.0163,0.9837,0.0,0.0
1430,31,Research & Development,Research Director,16422,No,0.0367,Low,N/A,0.0363,0.929,0.0,0.0347
1431,34,Research & Development,Research Scientist,2996,No,0.0067,Low,N/A,0.0227,0.9773,0.0,0.0
1433,31,Research & Development,Research Scientist,1261,Yes,0.9912,Critical,Compensation,0.0,1.0,0.0,0.0
1434,27,Research & Development,Laboratory Technician,2099,No,0.0896,Low,N/A,0.0062,0.9938,0.0,0.0
1435,36,Research & Development,Laboratory Technician,5810,No,0.0174,Low,N/A,0.0813,0.9037,0.0,0.015
1436,36,Sales,Sales Executive,5647,No,0.0987,Low,N/A,0.0645,0.9355,0.0,0.0
1438,47,Research & Development,Research Scientist,3420,No,0.0052,Low,N/A,0.0941,0.9059,0.0,0.0
1439,25,Sales,Sales Representative,4400,Yes,0.7457,Critical,Compensation,0.0,1.0,0.0,0.0
1440,37,Research & Development,Laboratory Technician,3500,No,0.0231,Low,N/A,0.0379,0.9621,0.0,0.0
1441,56,Research & Development,Research Scientist,2066,No,0.0483,Low,N/A,0.0312,0.9591,0.0,0.0097
1443,47,Research & Development,Research Director,17169,No,0.0028,Low,N/A,0.0635,0.8971,0.0,0.0394
1445,24,Sales,Sales Executive,4162,No,0.0117,Low,N/A,0.0324,0.9676,0.0,0.0
1446,32,Sales,Sales Executive,9204,No,0.0225,Low,N/A,0.0702,0.885,0.0,0.0448
1447,34,Research & Development,Laboratory Technician,3294,No,0.0125,Low,N/A,0.0646,0.9354,0.0,0.0
1448,41,Research & Development,Research Scientist,2127,No,0.1336,Low,N/A,0.7571,0.238,0.0,0.0049
1449,40,Research & Development,Laboratory Technician,3975,No,0.0054,Low,N/A,0.0305,0.9597,0.0,0.0098
1453,31,Sales,Sales Executive,10793,No,0.0846,Low,N/A,0.0214,0.7357,0.0,0.2429
1457,46,Sales,Sales Executive,10096,Yes,0.9475,Critical,Compensation,0.0348,0.9405,0.0,0.0247
1458,39,Research & Development,Laboratory Technician,3646,Yes,0.9857,Critical,Compensation,0.0531,0.9469,0.0,0.0
1459,31,Research & Development,Manufacturing Director,7446,Yes,0.9629,Critical,Compensation,0.0081,0.9478,0.0,0.0441
1460,45,Research & Development,Healthcare Representative,10851,No,0.0242,Low,N/A,0.0609,0.9145,0.0,0.0246
1461,31,Human Resources,Human Resources,2109,No,0.0847,Low,N/A,0.0074,0.9926,0.0,0.0
1464,31,Research & Development,Laboratory Technician,3722,Yes,0.9856,Critical,Burnout,0.9718,0.0282,0.0,0.0
1465,45,Research & Development,Manufacturing Director,9380,No,0.0441,Low,N/A,0.0503,0.9001,0.0,0.0495
1466,48,Sales,Sales Executive,5486,No,0.0198,Low,N/A,0.0194,0.9707,0.0,0.0099
1467,34,Human Resources,Human Resources,2742,Yes,0.9317,Critical,Compensation,0.0083,0.9917,0.0,0.0
1468,40,Research & Development,Research Director,13757,No,0.0014,Low,N/A,0.0218,0.8695,0.0,0.1087
1469,28,Sales,Sales Executive,8463,No,0.0143,Low,N/A,0.0305,0.9446,0.0,0.0249
1471,44,Research & Development,Laboratory Technician,3162,No,0.0096,Low,N/A,0.0249,0.9652,0.0,0.0099
1472,53,Research & Development,Research Director,16598,No,0.0177,Low,N/A,0.1208,0.8148,0.0,0.0644
1473,49,Research & Development,Healthcare Representative,6651,No,0.0055,Low,N/A,0.0538,0.9462,0.0,0.0
1474,40,Research & Development,Research Scientist,2345,No,0.0085,Low,N/A,0.0287,0.9713,0.0,0.0
1475,44,Research & Development,Research Scientist,3420,No,0.0645,Low,N/A,0.0704,0.9296,0.0,0.0
1477,33,Sales,Sales Executive,4373,No,0.0817,Low,N/A,0.0064,0.9936,0.0,0.0
