EmployeeNumber,cf_index,feature_changed,current_value,suggested_value,new_attrition_prob,risk_reduction,intervention_label
1783,3,DistanceFromHome,8.0,1.0,0.7285,0.2581,Offer remote/hybrid work (commute: 8 → 1 miles)
1792,1,MonthlyIncome,2342.0,4919.0,0.5531,0.3677,"Salary raise: $2,342 → $4,919/month (+110%)"
1792,2,JobSatisfaction,2.0,4.0,0.6898,0.2309,Improve job satisfaction: 2 → 4/4
1792,3,MonthlyIncome,2342.0,4919.0,0.2053,0.7155,"Salary raise: $2,342 → $4,919/month (+110%)"
1792,3,JobSatisfaction,2.0,4.0,0.2053,0.7155,Improve job satisfaction: 2 → 4/4
1797,1,DistanceFromHome,27.0,1.0,0.2599,0.6687,Offer remote/hybrid work (commute: 27 → 1 miles)
1797,2,YearsSinceLastPromotion,7.0,0.0,0.7501,0.1785,Promote employee (reset promotion clock to 0)
1797,3,DistanceFromHome,27.0,1.0,0.0748,0.8538,Offer remote/hybrid work (commute: 27 → 1 miles)
1797,3,YearsSinceLastPromotion,7.0,0.0,0.0748,0.8538,Promote employee (reset promotion clock to 0)
1807,1,JobSatisfaction,1.0,4.0,0.239,0.6799,Improve job satisfaction: 1 → 4/4
1807,2,DistanceFromHome,9.0,1.0,0.2901,0.6287,Offer remote/hybrid work (commute: 9 → 1 miles)
1807,3,JobSatisfaction,1.0,4.0,0.0245,0.8944,Improve job satisfaction: 1 → 4/4
1807,3,DistanceFromHome,9.0,1.0,0.0245,0.8944,Offer remote/hybrid work (commute: 9 → 1 miles)
1809,1,JobSatisfaction,1.0,4.0,0.1774,0.7795,Improve job satisfaction: 1 → 4/4
1809,2,DistanceFromHome,10.0,1.0,0.4783,0.4787,Offer remote/hybrid work (commute: 10 → 1 miles)
1809,3,JobSatisfaction,1.0,4.0,0.017,0.94,Improve job satisfaction: 1 → 4/4
1809,3,DistanceFromHome,10.0,1.0,0.017,0.94,Offer remote/hybrid work (commute: 10 → 1 miles)
1818,1,DistanceFromHome,20.0,1.0,0.1523,0.4304,Offer remote/hybrid work (commute: 20 → 1 miles)
1818,2,OverTime,1.0,0.0,0.2076,0.3751,Remove overtime requirement
1818,3,DistanceFromHome,20.0,1.0,0.0405,0.5422,Offer remote/hybrid work (commute: 20 → 1 miles)
1818,3,OverTime,1.0,0.0,0.0405,0.5422,Remove overtime requirement
1821,1,DistanceFromHome,21.0,1.0,0.4925,0.4534,Offer remote/hybrid work (commute: 21 → 1 miles)
1821,2,TrainingTimesLastYear,2.0,6.0,0.6654,0.2806,Increase training sessions: 2 → 6/year
1821,3,DistanceFromHome,21.0,1.0,0.1445,0.8014,Offer remote/hybrid work (commute: 21 → 1 miles)
1821,3,TrainingTimesLastYear,2.0,6.0,0.1445,0.8014,Increase training sessions: 2 → 6/year
1839,1,DistanceFromHome,14.0,1.0,0.6234,0.3167,Offer remote/hybrid work (commute: 14 → 1 miles)
1839,2,StockOptionLevel,0.0,3.0,0.7241,0.216,Grant stock options (Level 0 → 3)
1839,3,DistanceFromHome,14.0,1.0,0.2033,0.7368,Offer remote/hybrid work (commute: 14 → 1 miles)
1839,3,StockOptionLevel,0.0,3.0,0.2033,0.7368,Grant stock options (Level 0 → 3)
1842,1,JobSatisfaction,1.0,4.0,0.3437,0.6281,Improve job satisfaction: 1 → 4/4
1842,2,DistanceFromHome,18.0,1.0,0.5317,0.44,Offer remote/hybrid work (commute: 18 → 1 miles)
1842,3,JobSatisfaction,1.0,4.0,0.0207,0.9511,Improve job satisfaction: 1 → 4/4
1842,3,DistanceFromHome,18.0,1.0,0.0207,0.9511,Offer remote/hybrid work (commute: 18 → 1 miles)
1844,1,EnvironmentSatisfaction,1.0,4.0,0.9558,0.0373,Improve work environment: 1 → 4/4
1844,2,OverTime,1.0,0.0,0.9652,0.028,Remove overtime requirement
1844,3,EnvironmentSatisfaction,1.0,4.0,0.8031,0.1901,Improve work environment: 1 → 4/4
1844,3,OverTime,1.0,0.0,0.8031,0.1901,Remove overtime requirement
1862,1,WorkLifeBalance,2.0,4.0,0.9347,0.0557,Improve work-life balance: 2 → 4/4
1862,2,JobSatisfaction,2.0,4.0,0.9364,0.054,Improve job satisfaction: 2 → 4/4
1862,3,WorkLifeBalance,2.0,4.0,0.6359,0.3545,Improve work-life balance: 2 → 4/4
1862,3,JobSatisfaction,2.0,4.0,0.6359,0.3545,Improve job satisfaction: 2 → 4/4
1868,1,DistanceFromHome,24.0,1.0,0.8883,0.1029,Offer remote/hybrid work (commute: 24 → 1 miles)
1868,2,MonthlyIncome,2439.0,4919.0,0.9635,0.0277,"Salary raise: $2,439 → $4,919/month (+102%)"
1868,3,DistanceFromHome,24.0,1.0,0.6028,0.3884,Offer remote/hybrid work (commute: 24 → 1 miles)
1868,3,MonthlyIncome,2439.0,4919.0,0.6028,0.3884,"Salary raise: $2,439 → $4,919/month (+102%)"
1869,1,TrainingTimesLastYear,2.0,6.0,0.5602,0.352,Increase training sessions: 2 → 6/year
1869,2,DistanceFromHome,10.0,1.0,0.6074,0.3048,Offer remote/hybrid work (commute: 10 → 1 miles)
1869,3,TrainingTimesLastYear,2.0,6.0,0.2115,0.7007,Increase training sessions: 2 → 6/year
1869,3,DistanceFromHome,10.0,1.0,0.2115,0.7007,Offer remote/hybrid work (commute: 10 → 1 miles)
1876,1,StockOptionLevel,0.0,2.0,0.8888,0.0785,Grant stock options (Level 0 → 2)
1876,2,DistanceFromHome,9.0,1.0,0.8898,0.0774,Offer remote/hybrid work (commute: 9 → 1 miles)
1876,3,StockOptionLevel,0.0,2.0,0.6511,0.3161,Grant stock options (Level 0 → 2)
1876,3,DistanceFromHome,9.0,1.0,0.6511,0.3161,Offer remote/hybrid work (commute: 9 → 1 miles)
1878,1,OverTime,1.0,0.0,0.9102,0.0829,Remove overtime requirement
1878,2,TrainingTimesLastYear,2.0,6.0,0.9443,0.0488,Increase training sessions: 2 → 6/year
1878,3,OverTime,1.0,0.0,0.5661,0.4269,Remove overtime requirement
1878,3,TrainingTimesLastYear,2.0,6.0,0.5661,0.4269,Increase training sessions: 2 → 6/year
1893,1,JobSatisfaction,3.0,4.0,0.3785,0.3303,Improve job satisfaction: 3 → 4/4
1893,2,OverTime,1.0,0.0,0.4142,0.2945,Remove overtime requirement
1893,3,JobSatisfaction,3.0,4.0,0.1392,0.5696,Improve job satisfaction: 3 → 4/4
1893,3,OverTime,1.0,0.0,0.1392,0.5696,Remove overtime requirement
1905,1,DistanceFromHome,16.0,1.0,0.7001,0.2694,Offer remote/hybrid work (commute: 16 → 1 miles)
1905,2,MonthlyIncome,2307.0,4919.0,0.7629,0.2065,"Salary raise: $2,307 → $4,919/month (+113%)"
1905,3,DistanceFromHome,16.0,1.0,0.2167,0.7527,Offer remote/hybrid work (commute: 16 → 1 miles)
1905,3,MonthlyIncome,2307.0,4919.0,0.2167,0.7527,"Salary raise: $2,307 → $4,919/month (+113%)"
1907,1,EnvironmentSatisfaction,1.0,4.0,0.3986,0.5445,Improve work environment: 1 → 4/4
1907,2,DistanceFromHome,24.0,1.0,0.6447,0.2984,Offer remote/hybrid work (commute: 24 → 1 miles)
1907,3,EnvironmentSatisfaction,1.0,4.0,0.0521,0.891,Improve work environment: 1 → 4/4
1907,3,DistanceFromHome,24.0,1.0,0.0521,0.891,Offer remote/hybrid work (commute: 24 → 1 miles)
1928,1,DistanceFromHome,24.0,1.0,0.8712,0.1164,Offer remote/hybrid work (commute: 24 → 1 miles)
1928,2,JobSatisfaction,1.0,4.0,0.9167,0.0709,Improve job satisfaction: 1 → 4/4
1928,3,DistanceFromHome,24.0,1.0,0.5988,0.3888,Offer remote/hybrid work (commute: 24 → 1 miles)
1928,3,JobSatisfaction,1.0,4.0,0.5988,0.3888,Improve job satisfaction: 1 → 4/4
1933,1,TrainingTimesLastYear,0.0,6.0,0.7339,0.2492,Increase training sessions: 0 → 6/year
1933,2,DistanceFromHome,13.0,1.0,0.8599,0.1232,Offer remote/hybrid work (commute: 13 → 1 miles)
1933,3,TrainingTimesLastYear,0.0,6.0,0.4227,0.5604,Increase training sessions: 0 → 6/year
1933,3,DistanceFromHome,13.0,1.0,0.4227,0.5604,Offer remote/hybrid work (commute: 13 → 1 miles)
1939,1,JobSatisfaction,3.0,4.0,0.9154,0.0746,Improve job satisfaction: 3 → 4/4
1939,2,OverTime,1.0,0.0,0.9377,0.0524,Remove overtime requirement
1939,3,JobSatisfaction,3.0,4.0,0.6181,0.3719,Improve job satisfaction: 3 → 4/4
1939,3,OverTime,1.0,0.0,0.6181,0.3719,Remove overtime requirement
1944,1,JobSatisfaction,2.0,4.0,0.964,0.0342,Improve job satisfaction: 2 → 4/4
1944,2,EnvironmentSatisfaction,1.0,4.0,0.9825,0.0158,Improve work environment: 1 → 4/4
1944,3,JobSatisfaction,2.0,4.0,0.8445,0.1537,Improve job satisfaction: 2 → 4/4
1944,3,EnvironmentSatisfaction,1.0,4.0,0.8445,0.1537,Improve work environment: 1 → 4/4
1960,1,DistanceFromHome,17.0,1.0,0.6406,0.3329,Offer remote/hybrid work (commute: 17 → 1 miles)
1960,2,WorkLifeBalance,2.0,3.0,0.8172,0.1564,Improve work-life balance: 2 → 3/4
1960,3,DistanceFromHome,17.0,1.0,0.273,0.7006,Offer remote/hybrid work (commute: 17 → 1 miles)
1960,3,WorkLifeBalance,2.0,3.0,0.273,0.7006,Improve work-life balance: 2 → 3/4
1961,1,JobSatisfaction,1.0,4.0,0.3916,0.5767,Improve job satisfaction: 1 → 4/4
1961,2,EnvironmentSatisfaction,1.0,4.0,0.6978,0.2705,Improve work environment: 1 → 4/4
1961,3,JobSatisfaction,1.0,4.0,0.0886,0.8797,Improve job satisfaction: 1 → 4/4
1961,3,EnvironmentSatisfaction,1.0,4.0,0.0886,0.8797,Improve work environment: 1 → 4/4
1967,1,DistanceFromHome,26.0,1.0,0.4417,0.5121,Offer remote/hybrid work (commute: 26 → 1 miles)
1967,2,EnvironmentSatisfaction,1.0,4.0,0.5467,0.407,Improve work environment: 1 → 4/4
1967,3,DistanceFromHome,26.0,1.0,0.089,0.8648,Offer remote/hybrid work (commute: 26 → 1 miles)
1967,3,EnvironmentSatisfaction,1.0,4.0,0.089,0.8648,Improve work environment: 1 → 4/4
1968,1,DistanceFromHome,24.0,1.0,0.9122,0.084,Offer remote/hybrid work (commute: 24 → 1 miles)
1968,2,JobSatisfaction,1.0,4.0,0.9199,0.0764,Improve job satisfaction: 1 → 4/4
1968,3,DistanceFromHome,24.0,1.0,0.4249,0.5713,Offer remote/hybrid work (commute: 24 → 1 miles)
1968,3,JobSatisfaction,1.0,4.0,0.4249,0.5713,Improve job satisfaction: 1 → 4/4
1974,1,MonthlyIncome,1129.0,4919.0,0.37,0.5433,"Salary raise: $1,129 → $4,919/month (+336%)"
1974,2,OverTime,1.0,0.0,0.8048,0.1086,Remove overtime requirement
1974,3,MonthlyIncome,1129.0,4919.0,0.2843,0.6291,"Salary raise: $1,129 → $4,919/month (+336%)"
1974,3,OverTime,1.0,0.0,0.2843,0.6291,Remove overtime requirement
2023,1,JobSatisfaction,1.0,4.0,0.9274,0.0653,Improve job satisfaction: 1 → 4/4
2023,2,DistanceFromHome,9.0,1.0,0.9367,0.056,Offer remote/hybrid work (commute: 9 → 1 miles)
2023,3,JobSatisfaction,1.0,4.0,0.6605,0.3321,Improve job satisfaction: 1 → 4/4
2023,3,DistanceFromHome,9.0,1.0,0.6605,0.3321,Offer remote/hybrid work (commute: 9 → 1 miles)
2032,1,WorkLifeBalance,1.0,3.0,0.3462,0.6133,Improve work-life balance: 1 → 3/4
2032,2,MonthlyIncome,2339.0,13775.6,0.8102,0.1493,"Salary raise: $2,339 → $13,776/month (+489%)"
2032,3,WorkLifeBalance,1.0,3.0,0.2347,0.7248,Improve work-life balance: 1 → 3/4
2032,3,MonthlyIncome,2339.0,13775.6,0.2347,0.7248,"Salary raise: $2,339 → $13,776/month (+489%)"
2044,1,JobSatisfaction,3.0,4.0,0.7067,0.2487,Improve job satisfaction: 3 → 4/4
2044,2,EnvironmentSatisfaction,2.0,4.0,0.8396,0.1158,Improve work environment: 2 → 4/4
2044,3,JobSatisfaction,3.0,4.0,0.4009,0.5546,Improve job satisfaction: 3 → 4/4
2044,3,EnvironmentSatisfaction,2.0,4.0,0.4009,0.5546,Improve work environment: 2 → 4/4
2055,1,DistanceFromHome,28.0,1.0,0.4948,0.4492,Offer remote/hybrid work (commute: 28 → 1 miles)
2055,2,JobSatisfaction,1.0,4.0,0.5715,0.3725,Improve job satisfaction: 1 → 4/4
2055,3,DistanceFromHome,28.0,1.0,0.1048,0.8392,Offer remote/hybrid work (commute: 28 → 1 miles)
2055,3,JobSatisfaction,1.0,4.0,0.1048,0.8392,Improve job satisfaction: 1 → 4/4
